Answer,Question,RelativeQuestion,intent,entities
目前漢生病之治療採用多重藥物合併療法，針對治療反應不佳或復發個案，應由醫師綜合評估後，決定合適之治療用藥，切勿自行至藥局買藥或誤信偏方，請儘速就醫，尋求醫師專業建議。<br /><a target='_blank' href='https://www.cdc.gov.tw/Category/MPage/id_hQTIKPlhevBI4Qg99oA'>https://www.cdc.gov.tw/Category/MPage/id_hQTIKPlhevBI4Qg99oA</a>,能自行領用漢生病用藥?,服用漢生病用藥有哪些副作用?-這是漢生病治療後的副作用嗎?-了解漢生病用藥?,自行領藥,漢生病
抗漢生病藥物統一由樂生療養院將藥物寄送至「漢生病個案確診及治療醫院」──台大、台北馬偕、台中榮總、成大等醫院。您可就近至上述5家治療醫院，即可接受漢生病治療。<br />漢生病個案應配合該管衛生局接受「直接觀察治療」關懷員之送藥服務，並定期回院複診。<br />,自費漢生病用藥藥多少錢?,漢生病要怎麼治療?-漢生病用藥有哪些廠牌?-漢生病用藥後要注意什麼?,自費用藥,漢生病
我國自民國72年起，即依據世界衛生組織的建議，對漢生病患者施予多重藥物治療(Multiple Drug Therapy， MDT)，此為世界衛生組織建議之標準用藥。,了解漢生病用藥?,漢生病用藥後要注意什麼?-漢生病用藥可否自行停藥?-服用漢生病用藥有哪些副作用?,用藥介紹,漢生病
世界衛生組織推行多重藥物合併療法，建議依麻風桿菌數、病灶數分為多菌型和少菌型，選擇不同組合之藥物治療<br />多菌型治療期程至少1年；少菌型治療期程則至少半年<br />,漢生病用藥有哪些廠牌?,我能公費使用漢生病用藥?-漢生病用藥後要注意什麼?-服用漢生病用藥有哪些副作用?,用藥類別,漢生病
若服藥後有不適情形，應立即告知診療醫師或關懷員。,漢生病用藥後要注意什麼?,這是漢生病治療後的副作用嗎?-漢生病用藥有哪些廠牌?-服用漢生病用藥有哪些副作用?,用藥注意事項,漢生病
抗漢生病藥物主要輕微副作用為腸胃不適、紅棕色尿、皮膚色素沉著、貧血；嚴重副作用包括過敏、蕁麻疹、肝炎、黃疸、紫斑症、腎衰竭、休克、皮膚疹。<br />有疑似症狀，應立即告知醫師。<br /><a target='_blank' href='https://www.cdc.gov.tw/Uploads/2bd3028f-638f-4452-85f6-7281cea1f617.pdf'>（漢生病防治工作指引第6頁）</a>,這是漢生病治療後的副作用嗎?,漢生病要怎麼治療?-服用漢生病用藥有哪些副作用?-漢生病用藥後要注意什麼?,治療副作用,漢生病
抗漢生病藥物主要輕微副作用為腸胃不適、紅棕色尿、皮膚色素沉著、貧血；嚴重副作用包括過敏、蕁麻疹、肝炎、黃疸、紫斑症、腎衰竭、休克、皮膚疹。<br />有疑似症狀，應立即告知醫師。<br /><a target='_blank' href='https://www.cdc.gov.tw/Uploads/2bd3028f-638f-4452-85f6-7281cea1f617.pdf'>（漢生病防治工作指引第6頁）</a>,服用漢生病用藥有哪些副作用?,我能公費使用漢生病用藥?-漢生病用藥後要注意什麼?-服用漢生病用藥有哪些副作用?,用藥副作用,漢生病
漢生病患應規則服藥，且依規定療程完成治療，不可自行停藥，以避免治療效果不佳或抗藥性產生。,漢生病用藥可否自行停藥?,漢生病要怎麼治療?-這是漢生病治療後的副作用嗎?-了解漢生病用藥?,自行停藥,漢生病
漢生病是一種慢性、可治癒且不容易傳染的疾病，故不需要隔離,罹患漢生病有需要隔離?,漢生病會有什麼症狀?-如何預防漢生病?-疑似感染漢生病了怎麼辦?,隔離,漢生病
myURL-https://www.cdc.gov.tw/Category/List/Y2XIPhQhJysIoqzIaAK_6w,漢生病有什麼最新消息?,漢生病會有什麼症狀?-如何預防漢生病?-什麼是漢生病?,最新消息,漢生病
myURL-https://www.cdc.gov.tw/Category/MPage/zvDMlrE9vbNUcx_kENasGA,漢生病有哪些重要指引教材?,漢生病會有什麼症狀?-如何預防漢生病?-什麼是漢生病?,重要指引及教材,漢生病
,漢生病該如何家裡清潔?,漢生病會有什麼症狀?-如何預防漢生病?-什麼是漢生病?,家裡清潔,漢生病
,漢生病有哪些重要表單?,漢生病會有什麼症狀?-如何預防漢生病?-什麼是漢生病?,重要表單,漢生病
,漢生病的問與答?,漢生病會有什麼症狀?-如何預防漢生病?-什麼是漢生病?,問與答,漢生病
myURL-https://www.cdc.gov.tw/Category/List/Wvxan4gYlBQlwnufKwxIpA,漢生病有哪些研究出版?,漢生病會有什麼症狀?-如何預防漢生病?-什麼是漢生病?,研究出版,漢生病
myURL-https://www.cdc.gov.tw/Category/List/u4CNbL4D_ppC-P4wFERFJg,漢生病有哪些宣導素材?,漢生病會有什麼症狀?-如何預防漢生病?-什麼是漢生病?,宣導素材,漢生病
抗藥性結核病與結核病相同，是由結核桿菌所引起的疾病，但是因為結核菌突變產生抗藥性，變成抗藥性結核病。 而且如果抗藥性結核病對於目前主要的二種治療藥物(Isoniazid與Rifampin)具有抗藥性，就成為「多重抗藥性(MDR)結核病」，多重抗藥性結核病也是目前國際上傳染病防治的重大威脅。 如果多重抗藥性結核病更進一步對於治療多重抗藥性結核病的藥物也產生抗藥性(對任何fluoroquinolone藥物有抗藥性，且對於1種以上注射型抗結核病藥物capreomycin， kanamycin，amikacin也出現抗藥性者)，就會成為所謂超級抗藥性結核(XDR-TB)。,什麼是抗藥性結核病?,抗藥性結核病會有什麼症狀?-如何預防抗藥性結核病?-疑似感染抗藥性結核病了怎麼辦?,認識疾病,結核病
myURL-https://www.cdc.gov.tw/Category/Page/3xqQ-7pqLarL37iBZ8WqHA,抗藥性結核病會有什麼症狀?,抗藥性結核病傳染途徑為何?-抗藥性結核病流行地區有哪些?-如何預防抗藥性結核病?,臨床症狀,結核病
myURL-https://www.cdc.gov.tw/Category/Page/3xqQ-7pqLarL37iBZ8WqHA,罹患抗藥性結核病的嚴重性?,抗藥性結核病傳染途徑為何?-抗藥性結核病流行地區有哪些?-如何預防抗藥性結核病?,嚴重性,結核病
myURL-https://www.cdc.gov.tw/Category/Page/3xqQ-7pqLarL37iBZ8WqHA,抗藥性結核病有什麼危險徵兆?,抗藥性結核病傳染途徑為何?-抗藥性結核病流行地區有哪些?-如何預防抗藥性結核病?,危險徵兆,結核病
myURL-https://www.cdc.gov.tw/Category/Page/3xqQ-7pqLarL37iBZ8WqHA,抗藥性結核病有什麼併發症?,抗藥性結核病傳染途徑為何?-抗藥性結核病流行地區有哪些?-如何預防抗藥性結核病?,併發症,結核病
myURL-https://www.cdc.gov.tw/Category/Page/3xqQ-7pqLarL37iBZ8WqHA,抗藥性結核病有哪些高風險族群?,抗藥性結核病有什麼併發症?-如何預防抗藥性結核病?-除了接種或投藥外的抗藥性結核病預防方法?,高風險族群,結核病
myURL-https://www.cdc.gov.tw/Category/Page/3xqQ-7pqLarL37iBZ8WqHA,抗藥性結核病傳染途徑為何?,抗藥性結核病流行地區有哪些?-抗藥性結核病會有什麼症狀?-如何預防抗藥性結核病?,傳染方式,結核病
myURL-https://www.cdc.gov.tw/Category/Page/3xqQ-7pqLarL37iBZ8WqHA,抗藥性結核病潛伏期和可傳染期?,抗藥性結核病有哪些高風險族群?-抗藥性結核病傳染途徑為何?-抗藥性結核病流行地區有哪些?,潛伏期,結核病
myURL-https://www.cdc.gov.tw/Category/Page/3xqQ-7pqLarL37iBZ8WqHA,抗藥性結核病的國內流行期?,抗藥性結核病流行地區有哪些?-抗藥性結核病傳染途徑為何?-抗藥性結核病有哪些高風險族群?,流行期,結核病
myURL-https://www.cdc.gov.tw/Category/Page/3xqQ-7pqLarL37iBZ8WqHA,抗藥性結核病流行地區有哪些?,抗藥性結核病有什麼併發症?-如何預防抗藥性結核病?-除了接種或投藥外的抗藥性結核病預防方法?,流行地區,結核病
myURL-https://www.cdc.gov.tw/Category/Page/3xqQ-7pqLarL37iBZ8WqHA,如何預防抗藥性結核病?,我想了解抗藥性結核病疫苗?-抗藥性結核病會有什麼症狀?-疑似感染抗藥性結核病了怎麼辦?,預防方法,結核病
myURL-https://www.cdc.gov.tw/Category/Page/3xqQ-7pqLarL37iBZ8WqHA,除了接種或投藥外的抗藥性結核病預防方法?,抗藥性結核病有什麼危險徵兆?-抗藥性結核病的國內流行期?-接種抗藥性結核病疫苗需要額外付費嗎?,以外預防方法,結核病
,何時需要進行抗藥性結核病的預防接種或投藥?,接種抗藥性結核病疫苗該帶什麼證件?-有抗藥性結核病疫苗的擴大施打對象嗎?-接種抗藥性結核病疫苗前要經過醫師評估?,何時接種,結核病
,我可以公費接種抗藥性結核病疫苗或投藥嗎?,有抗藥性結核病疫苗的擴大施打對象嗎?-我想了解抗藥性結核病疫苗?-接種抗藥性結核病疫苗前要經過醫師評估?,公費疫苗,結核病
,接種抗藥性結核病疫苗該帶什麼證件?,有抗藥性結核病疫苗的擴大施打對象嗎?-我可以公費接種抗藥性結核病疫苗或投藥嗎?-接種抗藥性結核病疫苗前要經過醫師評估?,接種證件,結核病
,有抗藥性結核病疫苗的擴大施打對象嗎?,我想了解抗藥性結核病疫苗?-我可以公費接種抗藥性結核病疫苗或投藥嗎?-接種抗藥性結核病疫苗前要經過醫師評估?,疫苗擴大施打對象,結核病
,接種抗藥性結核病疫苗前要經過醫師評估?,有抗藥性結核病疫苗的擴大施打對象嗎?-我可以公費接種抗藥性結核病疫苗或投藥嗎?-我想了解抗藥性結核病疫苗?,疫苗醫師評估,結核病
,接種抗藥性結核病疫苗需要額外付費嗎?,抗藥性結核病會有什麼症狀?-如何預防抗藥性結核病?-疑似感染抗藥性結核病了怎麼辦?,疫苗費用,結核病
,我現在適合接種抗藥性結核病疫苗嗎?,抗藥性結核病疫苗保護力可以持續多久?-如何預防抗藥性結核病?-我想了解抗藥性結核病疫苗?,合適接種,結核病
,我想了解抗藥性結核病疫苗?,抗藥性結核病疫苗保護力可以持續多久?-了解抗藥性結核病用藥?-接種抗藥性結核病疫苗後會有什麼副作用?,疫苗接種,結核病
,抗藥性結核病疫苗有哪些廠牌?,抗藥性結核病疫苗保護力可以持續多久?-接種抗藥性結核病疫苗後會有什麼副作用?-如何預防抗藥性結核病?,疫苗類別,結核病
,抗藥性結核病疫苗該接種幾劑?,抗藥性結核病疫苗保護力可以持續多久?-接種抗藥性結核病疫苗後會有什麼副作用?-如何預防抗藥性結核病?,接種幾劑,結核病
,抗藥性結核病疫苗保護力可以持續多久?,我現在適合接種抗藥性結核病疫苗嗎?-抗藥性結核病疫苗有哪些廠牌?-抗藥性結核病疫苗該接種幾劑?,疫苗保護力,結核病
,接種抗藥性結核病疫苗後或投藥後要注意什麼?,抗藥性結核病疫苗保護力可以持續多久?-抗藥性結核病疫苗有哪些廠牌?-除了接種或投藥外的抗藥性結核病預防方法?,接種注意事項,結核病
,接種抗藥性結核病疫苗後會有什麼副作用?,抗藥性結核病疫苗保護力可以持續多久?-疑似罹患抗藥性結核病要去哪裡就醫?-疑似罹患抗藥性結核病要去哪裡就醫?,疫苗副作用,結核病
,疑似感染抗藥性結核病了怎麼辦?,疑似罹患抗藥性結核病要去哪裡就醫?-接種抗藥性結核病疫苗後會有什麼副作用?-抗藥性結核病會有什麼症狀?,疑似感染,結核病
myURL-https://www.cdc.gov.tw/Category/MPage/tF9rWpCfGNzjo4qjiePfRw,罹患抗藥性結核病要注意什麼?,抗藥性結核病疫苗保護力可以持續多久?-接種抗藥性結核病疫苗後會有什麼副作用?-抗藥性結核病要怎麼治療?,感染注意事項,結核病
,我需要做抗藥性結核病篩檢嗎?,抗藥性結核病要怎麼治療?-抗藥性結核病傳染途徑為何?-抗藥性結核病流行地區有哪些?,篩檢,結核病
,疑似罹患抗藥性結核病要去哪裡就醫?,我需要做抗藥性結核病篩檢嗎?-抗藥性結核病傳染途徑為何?-抗藥性結核病有哪些高風險族群?,就醫地點,結核病
myURL-https://www.cdc.gov.tw/Category/MPage/tF9rWpCfGNzjo4qjiePfRw,抗藥性結核病要怎麼治療?,我能公費使用抗藥性結核病用藥?-如何預防抗藥性結核病?-除了接種或投藥外的抗藥性結核病預防方法?,診斷與治療,結核病
myURL-https://www.cdc.gov.tw/Category/MPage/tF9rWpCfGNzjo4qjiePfRw,我能公費使用抗藥性結核病用藥?,服用抗藥性結核病用藥有哪些副作用?-抗藥性結核病用藥有哪些廠牌?-抗藥性結核病用藥可否自行停藥?,公費藥劑,結核病
,我適合使用抗藥性結核病用藥?,抗藥性結核病要怎麼治療?-抗藥性結核病用藥可否自行停藥?-了解抗藥性結核病用藥?,合適用藥,結核病
,能自行領用抗藥性結核病用藥?,服用抗藥性結核病用藥有哪些副作用?-這是抗藥性結核病治療後的副作用嗎?-了解抗藥性結核病用藥?,自行領藥,結核病
,自費抗藥性結核病用藥藥多少錢?,抗藥性結核病要怎麼治療?-抗藥性結核病用藥有哪些廠牌?-抗藥性結核病用藥後要注意什麼?,自費用藥,結核病
myURL-https://www.cdc.gov.tw/Category/MPage/tF9rWpCfGNzjo4qjiePfRw,了解抗藥性結核病用藥?,抗藥性結核病用藥後要注意什麼?-抗藥性結核病用藥可否自行停藥?-服用抗藥性結核病用藥有哪些副作用?,用藥介紹,結核病
myURL-https://www.cdc.gov.tw/Category/MPage/tF9rWpCfGNzjo4qjiePfRw,抗藥性結核病用藥有哪些廠牌?,我能公費使用抗藥性結核病用藥?-抗藥性結核病用藥後要注意什麼?-服用抗藥性結核病用藥有哪些副作用?,用藥類別,結核病
myURL-https://www.cdc.gov.tw/Category/MPage/tF9rWpCfGNzjo4qjiePfRw,抗藥性結核病用藥後要注意什麼?,這是抗藥性結核病治療後的副作用嗎?-抗藥性結核病用藥有哪些廠牌?-服用抗藥性結核病用藥有哪些副作用?,用藥注意事項,結核病
,這是抗藥性結核病治療後的副作用嗎?,抗藥性結核病要怎麼治療?-服用抗藥性結核病用藥有哪些副作用?-抗藥性結核病用藥後要注意什麼?,治療副作用,結核病
,服用抗藥性結核病用藥有哪些副作用?,我能公費使用抗藥性結核病用藥?-抗藥性結核病用藥後要注意什麼?-服用抗藥性結核病用藥有哪些副作用?,用藥副作用,結核病
,抗藥性結核病用藥可否自行停藥?,抗藥性結核病要怎麼治療?-這是抗藥性結核病治療後的副作用嗎?-了解抗藥性結核病用藥?,自行停藥,結核病
,罹患抗藥性結核病有需要隔離?,抗藥性結核病會有什麼症狀?-如何預防抗藥性結核病?-疑似感染抗藥性結核病了怎麼辦?,隔離,結核病
myURL-https://www.cdc.gov.tw/Category/List/U58HVh44EkIsyd4en7QBjw,抗藥性結核病有什麼最新消息?,抗藥性結核病會有什麼症狀?-如何預防抗藥性結核病?-什麼是抗藥性結核病?,最新消息,結核病
